"","country.id","year","country.name","life.expectancy","fertility.rate","population","GDP.per.capita.Current.USD","region.value","incomeLevel.value"
"61","1W",2009,"World",69.3874540674003,2.46823514775587,6815849599,8491.49161429356,"Aggregates","Aggregates"
"62","1W",1965,"World",55.7814096616512,4.94058873052326,3331758502,577.294011103727,"Aggregates","Aggregates"
"63","1W",1997,"World",66.6291652243954,2.78870316663701,5877983063.67292,5155.84035605215,"Aggregates","Aggregates"
"64","1W",2008,"World",69.104480752813,2.49262397714313,6737188032,9086.05193038652,"Aggregates","Aggregates"
"65","1W",1979,"World",NA,NA,4369283186.02946,2241.53429477976,"Aggregates","Aggregates"
"66","1W",1969,"World",NA,NA,3616683609.72995,735.621830129044,"Aggregates","Aggregates"
"67","1W",1998,"World",66.8128700278163,2.74905864960826,5958950336.98017,5067.21642569753,"Aggregates","Aggregates"
"68","1W",1981,"World",63.2336748623264,3.64726684401623,4525211934.58715,2499.08197467898,"Aggregates","Aggregates"
"69","1W",1964,"World",NA,NA,3264900617.71505,540.504165475733,"Aggregates","Aggregates"
"70","1W",1975,"World",61.3550085080811,4.12759373974743,4070903396.24707,1427.62229339317,"Aggregates","Aggregates"
"71","1W",1974,"World",NA,NA,3996100829.93216,1303.65725826136,"Aggregates","Aggregates"
"72","1W",2004,"World",68.107894501189,2.56391397244617,6426093254.20862,6577.91714529451,"Aggregates","Aggregates"
"73","1W",1984,"World",63.9855863057127,3.54812959850098,4770443388.54758,2489.74290092215,"Aggregates","Aggregates"
"74","1W",1967,"World",NA,NA,3471602206.29869,645.722998930196,"Aggregates","Aggregates"
"75","1W",1994,"World",65.9775989463332,2.94637535035819,5631063822.25161,4766.73707054841,"Aggregates","Aggregates"
"76","1W",1977,"World",NA,NA,4217583144.28535,1698.4234614495,"Aggregates","Aggregates"
"77","1W",1995,"World",66.1511086280957,2.8847645256162,5714716949.58538,5211.07989522706,"Aggregates","Aggregates"
"78","1W",1988,"World",64.9832913721749,3.37017332636138,5117852620.84626,3664.09722516056,"Aggregates","Aggregates"
"79","1W",1971,"World",NA,NA,3768664044.61874,849.161592193349,"Aggregates","Aggregates"
"80","1W",1980,"World",62.9405755412035,3.69864470520571,4446509520.22694,2478.52913232649,"Aggregates","Aggregates"
"81","1W",2000,"World",67.2033991336297,2.67940554500586,6118131161.60179,5284.18661862088,"Aggregates","Aggregates"
"82","1W",1963,"World",NA,NA,3199390561.16421,504.459119385726,"Aggregates","Aggregates"
"83","1W",2001,"World",67.4341238062373,2.64224855788991,6195665260.95689,5187.02274695078,"Aggregates","Aggregates"
"84","1W",1973,"World",NA,NA,3920059440.44317,1151.50224553284,"Aggregates","Aggregates"
"85","1W",2003,"World",67.8398087939262,2.58664712766616,6349177990.31694,5916.92650566358,"Aggregates","Aggregates"
"86","1W",1966,"World",NA,NA,3401814566.23105,619.912866762474,"Aggregates","Aggregates"
"87","1W",1993,"World",65.796961067501,3.00866725758608,5548906924.21497,4504.86385526144,"Aggregates","Aggregates"
"88","1W",1976,"World",NA,NA,4144149614.0806,1526.9846006778,"Aggregates","Aggregates"
"89","1W",1986,"World",64.5259637021045,3.47215300450188,4940216418.65589,2987.46240306364,"Aggregates","Aggregates"
"90","1W",1970,"World",59.331906460533,4.72817204625171,3691696231,784.669392676946,"Aggregates","Aggregates"
"91","1W",1987,"World",64.7765280933324,3.42512610669,5028661457.45042,3333.64611539571,"Aggregates","Aggregates"
"92","1W",1996,"World",66.3895120316785,2.83568355337649,5796196181.82184,5242.64911428229,"Aggregates","Aggregates"
"93","1W",1989,"World",65.1984547435397,3.30274900576332,5206596299.92908,3779.51352153776,"Aggregates","Aggregates"
"94","1W",1962,"World",NA,NA,3134442541.24983,479.453914900907,"Aggregates","Aggregates"
"95","1W",1972,"World",NA,NA,3844845816.57725,961.2725366349,"Aggregates","Aggregates"
"96","1W",1983,"World",63.7414915890494,3.58205663811567,4688765928.38846,2440.4072216286,"Aggregates","Aggregates"
"97","1W",2002,"World",67.631516585166,2.61170747331005,6272454870.1958,5324.10515320933,"Aggregates","Aggregates"
"98","1W",1982,"World",63.521459869641,3.61875273478014,4606764746.98615,2430.99463814201,"Aggregates","Aggregates"
"99","1W",2005,"World",68.3182369697433,2.53795753746394,6503186030,7023.53326302939,"Aggregates","Aggregates"
"100","1W",1992,"World",65.7018541851987,3.08388731551673,5465646081.11411,4511.70933322519,"Aggregates","Aggregates"
"101","1W",1985,"World",64.2303552330869,3.51183312710534,4853948075.64269,2569.74199729628,"Aggregates","Aggregates"
"102","1W",1978,"World",NA,NA,4292564634.42073,1964.91231971714,"Aggregates","Aggregates"
"103","1W",1968,"World",NA,NA,3542131429.12821,682.570367387007,"Aggregates","Aggregates"
"104","1W",2011,"World",NA,NA,6973738433,10036.7534155336,"Aggregates","Aggregates"
"105","4E",1994,"East Asia & Pacific (developing only)",68.8322065626622,2.22485569737555,1694322157,627.189374529123,"Aggregates","Aggregates"
"106","4E",2010,"East Asia & Pacific (developing only)",72.1897979261491,1.79532292576185,1961101773,3893.95893637707,"Aggregates","Aggregates"
"107","4E",2006,"East Asia & Pacific (developing only)",71.2378813735885,1.86975007467257,1907078666,1937.71015354995,"Aggregates","Aggregates"
"108","4E",1978,"East Asia & Pacific (developing only)",NA,NA,1319553623.88,215.004639509887,"Aggregates","Aggregates"
"109","4E",1961,"East Asia & Pacific (developing only)",NA,NA,898229493.84,79.817812261628,"Aggregates","Aggregates"
"110","4E",1970,"East Asia & Pacific (developing only)",60.4479039598086,5.59319579268353,1118212323,113.762806479215,"Aggregates","Aggregates"
"111","4E",2007,"East Asia & Pacific (developing only)",71.4674497003135,1.85127787094679,1920850887,2430.06744235452,"Aggregates","Aggregates"
"112","4E",1971,"East Asia & Pacific (developing only)",NA,NA,1148799370.6,118.843716791301,"Aggregates","Aggregates"
"113","4E",1996,"East Asia & Pacific (developing only)",69.2238994369782,2.11163988605799,1736367974,868.688017577456,"Aggregates","Aggregates"
"114","4E",1987,"East Asia & Pacific (developing only)",67.1036742934042,2.88647188041556,1526043132.51293,338.158945590321,"Aggregates","Aggregates"
"115","4E",1979,"East Asia & Pacific (developing only)",NA,NA,1340419581.76,245.484447877304,"Aggregates","Aggregates"
"116","4E",1960,"East Asia & Pacific (developing only)",44.6893641668669,5.62469730046708,899015570,92.7748973336734,"Aggregates","Aggregates"
"117","4E",2009,"East Asia & Pacific (developing only)",71.9455467580667,1.81411982874695,1947888513,3268.26771842396,"Aggregates","Aggregates"
"118","4E",1976,"East Asia & Pacific (developing only)",NA,NA,1278344672.44,197.440776509767,"Aggregates","Aggregates"
"119","4E",1986,"East Asia & Pacific (developing only)",66.8081557292915,2.94522262387082,1499452125.82823,348.672732631438,"Aggregates","Aggregates"
"120","4E",1969,"East Asia & Pacific (developing only)",NA,NA,1088292943.04,104.879068155383,"Aggregates","Aggregates"
"121","4E",1985,"East Asia & Pacific (developing only)",66.5020071448005,2.98737840666907,1474463334,357.047816086233,"Aggregates","Aggregates"
"122","4E",1984,"East Asia & Pacific (developing only)",66.1842212043411,3.01277430459617,1451201404.19183,331.775778320262,"Aggregates","Aggregates"
"123","4E",2005,"East Asia & Pacific (developing only)",71.0152116076078,1.88769141127261,1892696442,1623.55484284472,"Aggregates","Aggregates"
"124","4E",1980,"East Asia & Pacific (developing only)",64.8017162852249,3.15654807039581,1360910455,280.052637909203,"Aggregates","Aggregates"
"125","4E",1995,"East Asia & Pacific (developing only)",69.0307529884738,2.16072868144974,1715499570,765.466501781595,"Aggregates","Aggregates"
"126","4E",2002,"East Asia & Pacific (developing only)",70.386948445908,1.942201296053,1847032693,1100.57589086523,"Aggregates","Aggregates"
"127","4E",1990,"East Asia & Pacific (developing only)",67.9263804720357,2.61350285440304,1604413745,418.11030702847,"Aggregates","Aggregates"
"128","4E",2008,"East Asia & Pacific (developing only)",71.7036493826311,1.8327682511132,1934410167,3050.65936310879,"Aggregates","Aggregates"
"129","4E",1993,"East Asia & Pacific (developing only)",68.6239858953967,2.30483681208247,1672774120,526.962304626579,"Aggregates","Aggregates"
"130","4E",1977,"East Asia & Pacific (developing only)",NA,NA,1298967690.72,224.790701846584,"Aggregates","Aggregates"
"131","4E",1983,"East Asia & Pacific (developing only)",65.8549170569405,3.03163213314641,1428777641.30692,311.614965457673,"Aggregates","Aggregates"
"132","4E",2011,"East Asia & Pacific (developing only)",NA,NA,1974218593,4712.70750295853,"Aggregates","Aggregates"
"133","4E",1975,"East Asia & Pacific (developing only)",63.0940554818296,4.17123306672681,1256136347,197.593613539821,"Aggregates","Aggregates"
"134","4E",1997,"East Asia & Pacific (developing only)",69.4134362961398,2.07230236293574,1757059388,889.758059048912,"Aggregates","Aggregates"
"135","4E",1966,"East Asia & Pacific (developing only)",NA,NA,1005802024.64,103.179625530728,"Aggregates","Aggregates"
"136","4E",2004,"East Asia & Pacific (developing only)",70.8010265140396,1.90571846621663,1877776212,1418.03238220149,"Aggregates","Aggregates"
"137","4E",1998,"East Asia & Pacific (developing only)",69.6030266410251,2.03941099596784,1777070402,804.044474904376,"Aggregates","Aggregates"
"138","4E",1974,"East Asia & Pacific (developing only)",NA,NA,1232086077.8,179.275471367158,"Aggregates","Aggregates"
"139","4E",2003,"East Asia & Pacific (developing only)",70.5922069553415,1.92363173763699,1862617646,1232.91940194613,"Aggregates","Aggregates"
"140","4E",1989,"East Asia & Pacific (developing only)",67.6639548298093,2.71803657031235,1579129212.39482,395.801790553006,"Aggregates","Aggregates"
"141","4E",1967,"East Asia & Pacific (developing only)",NA,NA,1032057363.04,97.5165150063033,"Aggregates","Aggregates"
"142","4E",2001,"East Asia & Pacific (developing only)",70.1855724899535,1.96260139960027,1830811083,1004.35707015948,"Aggregates","Aggregates"
"143","4E",1972,"East Asia & Pacific (developing only)",NA,NA,1177674697.4,131.441634158705,"Aggregates","Aggregates"
"144","4E",1992,"East Asia & Pacific (developing only)",68.404753640988,2.39922336218551,1651092723,495.047235574764,"Aggregates","Aggregates"
"145","4E",1964,"East Asia & Pacific (developing only)",NA,NA,955146105.84,84.5675049424494,"Aggregates","Aggregates"
"146","4E",1963,"East Asia & Pacific (developing only)",NA,NA,932638034.64,75.3301650712444,"Aggregates","Aggregates"
"147","4E",1982,"East Asia & Pacific (developing only)",65.5112854438018,3.05562915277542,1405330967.66049,302.532739644918,"Aggregates","Aggregates"
"148","4E",1968,"East Asia & Pacific (developing only)",NA,NA,1059309802.24,95.9548833778645,"Aggregates","Aggregates"
"149","4E",1973,"East Asia & Pacific (developing only)",NA,NA,1205625754,161.974301069995,"Aggregates","Aggregates"
"150","4E",1999,"East Asia & Pacific (developing only)",69.7932047255776,2.01026323804661,1795967054,873.885738909065,"Aggregates","Aggregates"
"151","4E",1981,"East Asia & Pacific (developing only)",65.1566371868682,3.09239313376141,1381988337.93274,295.160531446429,"Aggregates","Aggregates"
"152","4E",1988,"East Asia & Pacific (developing only)",67.3902657108185,2.81039149377636,1552933956.29627,371.535437712359,"Aggregates","Aggregates"
"153","4E",2000,"East Asia & Pacific (developing only)",69.9868377698239,1.98535982937313,1813796742,952.243490468601,"Aggregates","Aggregates"
"154","4E",1991,"East Asia & Pacific (developing only)",68.1733385067891,2.50421083759761,1628553824,448.851834158739,"Aggregates","Aggregates"
"155","4E",1965,"East Asia & Pacific (developing only)",51.2740658517923,5.91063322594452,978677080,96.915311119329,"Aggregates","Aggregates"
"156","4E",1962,"East Asia & Pacific (developing only)",NA,NA,909783439.64,71.3227681265604,"Aggregates","Aggregates"
"157","7E",1989,"Europe & Central Asia (developing only)",68.2223277249871,2.43588605153947,389223251,2301.94743673365,"Aggregates","Aggregates"
"158","7E",1980,"Europe & Central Asia (developing only)",66.1706348818854,2.56674727516742,356077912.247205,NA,"Aggregates","Aggregates"
"159","7E",1978,"Europe & Central Asia (developing only)",NA,NA,348981539.13767,NA,"Aggregates","Aggregates"
"160","7E",1969,"Europe & Central Asia (developing only)",NA,NA,316964721.531511,NA,"Aggregates","Aggregates"
"161","7E",2010,"Europe & Central Asia (developing only)",70.5230970056365,1.81008099027057,405670230,7551.20015225841,"Aggregates","Aggregates"
"162","7E",1971,"Europe & Central Asia (developing only)",NA,NA,323868787.334581,NA,"Aggregates","Aggregates"
"163","7E",1985,"Europe & Central Asia (developing only)",67.3041222606182,2.56741918881233,374639927,NA,"Aggregates","Aggregates"
"164","7E",1981,"Europe & Central Asia (developing only)",66.4092112084521,2.54495936772868,359748064.420703,NA,"Aggregates","Aggregates"
"165","7E",1970,"Europe & Central Asia (developing only)",65.7793323916045,2.8171664717671,320317298,NA,"Aggregates","Aggregates"
"166","7E",2002,"Europe & Central Asia (developing only)",67.7579212976566,1.63765101325198,398291923.295609,2031.62536527556,"Aggregates","Aggregates"
"167","7E",1984,"Europe & Central Asia (developing only)",66.9020297373099,2.59280061451739,370772461.645317,NA,"Aggregates","Aggregates"
"168","7E",1960,"Europe & Central Asia (developing only)",64.6168866471888,3.11508293086551,280770940,NA,"Aggregates","Aggregates"
"169","7E",1979,"Europe & Central Asia (developing only)",NA,NA,352468338,NA,"Aggregates","Aggregates"
"170","7E",1990,"Europe & Central Asia (developing only)",68.0806455704167,2.32847663061129,391770277,2429.44636909656,"Aggregates","Aggregates"
"171","7E",1997,"Europe & Central Asia (developing only)",67.386948701342,1.73331366457511,397633647.811401,2031.87907335655,"Aggregates","Aggregates"
"172","7E",1994,"Europe & Central Asia (developing only)",66.0665266564004,1.93397356443382,396931327.47335,1819.60181440162,"Aggregates","Aggregates"
"173","7E",1988,"Europe & Central Asia (developing only)",68.282718076042,2.53442703096749,385896414.88921,NA,"Aggregates","Aggregates"
"174","7E",2011,"Europe & Central Asia (developing only)",NA,NA,407559523,8872.09056125733,"Aggregates","Aggregates"
"175","7E",1977,"Europe & Central Asia (developing only)",NA,NA,345480021.494662,NA,"Aggregates","Aggregates"
"176","7E",1998,"Europe & Central Asia (developing only)",67.5419243720071,1.68965506261612,397779314.25514,1896.30831406756,"Aggregates","Aggregates"
"177","7E",1986,"Europe & Central Asia (developing only)",68.0709270444644,2.60137471661502,378427289.194911,NA,"Aggregates","Aggregates"
"178","7E",1975,"Europe & Central Asia (developing only)",65.9454980560519,2.71638554888869,338294676,NA,"Aggregates","Aggregates"
"179","7E",1996,"Europe & Central Asia (developing only)",66.8516124943888,1.79101146868123,397400734.442962,1948.53841638595,"Aggregates","Aggregates"
"180","7E",2009,"Europe & Central Asia (developing only)",70.2277640583164,1.81754453074783,403722093,6464.66593815095,"Aggregates","Aggregates"
"181","7E",1995,"Europe & Central Asia (developing only)",66.3345232555386,1.87100599268384,397206052.585378,1936.32118168389,"Aggregates","Aggregates"
"182","7E",1961,"Europe & Central Asia (developing only)",NA,NA,285198614.946964,NA,"Aggregates","Aggregates"
"183","7E",1987,"Europe & Central Asia (developing only)",68.2186446603605,2.60804512217693,382213545.397117,NA,"Aggregates","Aggregates"
"184","7E",1983,"Europe & Central Asia (developing only)",66.9001823825046,2.61536393074565,366927177.940419,NA,"Aggregates","Aggregates"
"185","7E",1976,"Europe & Central Asia (developing only)",NA,NA,341927604.981326,NA,"Aggregates","Aggregates"
"186","7E",2008,"Europe & Central Asia (developing only)",69.6403375583279,1.79852394003806,401931535,8295.746456496,"Aggregates","Aggregates"
"187","7E",1992,"Europe & Central Asia (developing only)",67.1486801375458,2.11211908332074,395271878.253936,2142.8099728736,"Aggregates","Aggregates"
"188","7E",2006,"Europe & Central Asia (developing only)",68.8801518270238,1.67913590914292,399671049,5223.90330564763,"Aggregates","Aggregates"
"189","7E",1968,"Europe & Central Asia (developing only)",NA,NA,313510741.074013,NA,"Aggregates","Aggregates"
"190","7E",1982,"Europe & Central Asia (developing only)",66.7668252770683,2.5917949898176,363336569.303083,NA,"Aggregates","Aggregates"
"191","7E",1963,"Europe & Central Asia (developing only)",NA,NA,294076324.351877,NA,"Aggregates","Aggregates"
"192","7E",1964,"Europe & Central Asia (developing only)",NA,NA,298477565.938649,NA,"Aggregates","Aggregates"
"193","7E",2007,"Europe & Central Asia (developing only)",69.3602900086544,1.74330119394165,400606671,6739.14630623028,"Aggregates","Aggregates"
"194","7E",1967,"Europe & Central Asia (developing only)",NA,NA,309990903.783168,NA,"Aggregates","Aggregates"
"195","7E",1966,"Europe & Central Asia (developing only)",NA,NA,306367805.949974,NA,"Aggregates","Aggregates"
"196","7E",1999,"Europe & Central Asia (developing only)",67.517149162996,1.645505585527,397727874.845574,1603.00788053047,"Aggregates","Aggregates"
"197","7E",2001,"Europe & Central Asia (developing only)",67.7914956962727,1.62067369110582,398560911.913035,1776.58501557644,"Aggregates","Aggregates"
"198","7E",1993,"Europe & Central Asia (developing only)",66.2268457439842,1.98212188099967,396394497.479299,2095.4544380045,"Aggregates","Aggregates"
"199","7E",1965,"Europe & Central Asia (developing only)",65.7203558201027,2.84224624587194,302777045,NA,"Aggregates","Aggregates"
"200","7E",2005,"Europe & Central Asia (developing only)",68.2994439922331,1.64910218889751,399089106,4263.56759135364,"Aggregates","Aggregates"
"201","7E",1962,"Europe & Central Asia (developing only)",NA,NA,289635788.353949,NA,"Aggregates","Aggregates"
"202","7E",2004,"Europe & Central Asia (developing only)",68.1940160117118,1.66590169159206,398671301.208616,3378.58984523472,"Aggregates","Aggregates"
"203","7E",2003,"Europe & Central Asia (developing only)",67.8866103383887,1.64249046843424,398440786.748596,2562.8602909036,"Aggregates","Aggregates"
"204","7E",1974,"Europe & Central Asia (developing only)",NA,NA,334744079.329222,NA,"Aggregates","Aggregates"
"205","7E",1991,"Europe & Central Asia (developing only)",67.8187413109971,2.22292493512951,393740506.738648,2324.13522593179,"Aggregates","Aggregates"
"206","7E",1972,"Europe & Central Asia (developing only)",NA,NA,327602489.070893,NA,"Aggregates","Aggregates"
"207","7E",2000,"Europe & Central Asia (developing only)",67.5479048132529,1.62637230190632,398510208.642517,1781.41226404923,"Aggregates","Aggregates"
"208","7E",1973,"Europe & Central Asia (developing only)",NA,NA,331172352.068296,NA,"Aggregates","Aggregates"
"209","8S",1968,"South Asia",NA,NA,684818049,NA,"Aggregates","Aggregates"
"210","8S",1969,"South Asia",NA,NA,700799081,NA,"Aggregates","Aggregates"
"211","8S",1977,"South Asia",NA,NA,841790097,185.118143205414,"Aggregates","Aggregates"
"212","8S",1980,"South Asia",55.3779888494201,5.02525241951483,906858454,264.093432031543,"Aggregates","Aggregates"
"213","8S",1979,"South Asia",NA,NA,884693980,224.51301594995,"Aggregates","Aggregates"
"214","8S",1988,"South Asia",57.9512519125906,4.39714691061806,1096879537,345.830803560559,"Aggregates","Aggregates"
"215","8S",1970,"South Asia",48.6953862810724,5.7373067365664,716952128,121.205428808446,"Aggregates","Aggregates"
"216","8S",1997,"South Asia",60.7915756236013,3.59173172830696,1323037592,417.575774616241,"Aggregates","Aggregates"
"217","8S",1960,"South Asia",43.251013255514,6.02724569118342,573489857,NA,"Aggregates","Aggregates"
"218","8S",1986,"South Asia",57.3672319914468,4.55938289561907,1047274469,303.765238470542,"Aggregates","Aggregates"
"219","8S",2006,"South Asia",63.9587819846234,2.92174588667272,1540322790,769.827680800511,"Aggregates","Aggregates"
"220","8S",1987,"South Asia",57.6641246875163,4.47953763897395,1071977722,329.701337146937,"Aggregates","Aggregates"
"221","8S",1995,"South Asia",60.0759090911117,3.77284400448373,1272293651,382.415733274105,"Aggregates","Aggregates"
"222","8S",1996,"South Asia",60.4289383353704,3.68232572015973,1297598823,405.721728683912,"Aggregates","Aggregates"
"223","8S",1976,"South Asia",NA,NA,821450442,163.962688554108,"Aggregates","Aggregates"
"224","8S",1978,"South Asia",NA,NA,862937325,205.511317196107,"Aggregates","Aggregates"
"225","8S",1991,"South Asia",58.8055744097662,4.13486131908178,1171920467,313.260518164668,"Aggregates","Aggregates"
"226","8S",1985,"South Asia",57.0626381345879,4.63738081290568,1022860698,293.536940425921,"Aggregates","Aggregates"
"227","8S",2005,"South Asia",63.6247919254818,2.97500290435739,1517061688,689.000758929786,"Aggregates","Aggregates"
"228","8S",2008,"South Asia",64.6239292002914,2.82474653762196,1586433246,968.159180362507,"Aggregates","Aggregates"
"229","8S",1993,"South Asia",59.4124622351109,3.953560797522,1221890818,315.877452181928,"Aggregates","Aggregates"
"230","8S",1967,"South Asia",NA,NA,669084974,NA,"Aggregates","Aggregates"
"231","8S",2011,"South Asia",NA,NA,1656464573,1371.49032794549,"Aggregates","Aggregates"
"232","8S",1973,"South Asia",NA,NA,766246801,138.748021320415,"Aggregates","Aggregates"
"233","8S",2010,"South Asia",65.2869237194134,2.73503196834548,1632939098,1254.15975512954,"Aggregates","Aggregates"
"234","8S",1981,"South Asia",55.7807498326397,4.94746399328973,929171965,272.623710035101,"Aggregates","Aggregates"
"235","8S",1971,"South Asia",NA,NA,733119851,126.015966566819,"Aggregates","Aggregates"
"236","8S",1994,"South Asia",59.7364315980174,3.86295130573626,1247014438,351.239064149135,"Aggregates","Aggregates"
"237","8S",1990,"South Asia",58.5177285096583,4.22433817926956,1146783870,358.965910086704,"Aggregates","Aggregates"
"238","8S",1992,"South Asia",59.1025015690434,4.04473866093378,1196883172,325.713150651918,"Aggregates","Aggregates"
"239","8S",1974,"South Asia",NA,NA,783685095,164.144967775754,"Aggregates","Aggregates"
